id,name,full_name,birth_date,image,source,term,party,area,start_date,end_date,identifier__parlamento
149,António Martinho,António Alves Martinho,1949-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=149&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=149,6,PS,Vila Real,1991-11-04,1995-10-26,149
149,António Martinho,António Alves Martinho,1949-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=149&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=149,7,PS,Vila Real,1995-10-27,1999-10-24,149
149,António Martinho,António Alves Martinho,1949-03-02,http://app.parlamento.pt/webutils/getimage.aspx?id=149&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=149,8,PS,Vila Real,1999-10-25,2002-04-04,149
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,1,PS,Coimbra,1976-06-03,1980-01-02,150
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,2,PS,Coimbra,1980-11-13,1983-05-30,150
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,3,PS,Coimbra,1983-05-31,1985-11-03,150
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,4,PS,Coimbra,1985-11-04,1987-08-12,150
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,5,PS,Coimbra,1987-08-13,1991-11-03,150
150,António Campos,António Carlos Ribeiro Campos,1938-07-04,http://app.parlamento.pt/webutils/getimage.aspx?id=150&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=150,6,PS,Coimbra,1991-11-04,1995-10-26,150
151,Domingues Azevedo,Antonio Domingues de Azevedo,1950-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=151&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=151,3,PS,Braga,1983-05-31,1985-11-03,151
151,Domingues Azevedo,Antonio Domingues de Azevedo,1950-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=151&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=151,4,PS,Braga,1985-11-04,1987-08-12,151
151,Domingues Azevedo,Antonio Domingues de Azevedo,1950-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=151&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=151,5,PS,Braga,1987-08-13,1991-11-03,151
151,Domingues Azevedo,Antonio Domingues de Azevedo,1950-04-07,http://app.parlamento.pt/webutils/getimage.aspx?id=151&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=151,6,PS,Braga,1991-11-04,1995-10-26,151
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,5,PS,Braga,1987-08-13,1991-11-03,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,6,PS,Braga,1991-11-04,1995-10-26,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,7,PS,Braga,1995-10-27,1999-10-24,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,8,PS,Braga,1999-10-25,2002-04-04,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,9,PS,Braga,2002-04-05,2005-03-09,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,10,PS,Braga,2005-03-10,2009-10-14,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,11,PS,Braga,2009-10-15,2011-06-19,152
152,António Braga,António Fernandes da Silva Braga,1953-04-21,http://app.parlamento.pt/webutils/getimage.aspx?id=152&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,12,PS,Braga,2011-06-20,2015-10-22,152
153,Correia de Campos,António Fernando Correia de Campos,1942-12-14,http://app.parlamento.pt/webutils/getimage.aspx?id=153&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=153,6,PS,Viseu,1991-11-04,1995-10-26,153
154,Crisóstomo Teixeira,António José Borrani Crisóstomo Teixeira,1942-07-18,http://app.parlamento.pt/webutils/getimage.aspx?id=154&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=154,6,PS,Lisboa,1991-11-04,1995-10-26,154
154,Crisóstomo Teixeira,António José Borrani Crisóstomo Teixeira,1942-07-18,http://app.parlamento.pt/webutils/getimage.aspx?id=154&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=154,7,PS,Lisboa,1995-10-27,1999-10-24,154
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,4,PS,Lisboa,1985-11-04,1987-08-12,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,6,PS,Porto,1991-11-04,1995-10-26,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,7,PS,Guarda,1995-10-27,1999-10-24,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,9,PS,Lisboa,2002-04-05,2005-03-09,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,10,PS,Braga,2005-03-10,2009-10-14,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,11,PS,Braga,2009-10-15,2011-06-19,155
155,António José Seguro,António José Martins Seguro,1962-03-11,http://app.parlamento.pt/webutils/getimage.aspx?id=155&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=155,12,PS,Braga,2011-06-20,2015-10-22,155
156,António Costa,António Luís Santos da Costa,1961-07-17,http://app.parlamento.pt/webutils/getimage.aspx?id=156&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=156,6,PS,Lisboa,1991-11-04,1995-10-26,156
156,António Costa,António Luís Santos da Costa,1961-07-17,http://app.parlamento.pt/webutils/getimage.aspx?id=156&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=156,7,PS,Lisboa,1995-10-27,1999-10-24,156
156,António Costa,António Luís Santos da Costa,1961-07-17,http://app.parlamento.pt/webutils/getimage.aspx?id=156&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=156,9,PS,Leiria,2002-04-05,2005-03-09,156
156,António Costa,António Luís Santos da Costa,1961-07-17,http://app.parlamento.pt/webutils/getimage.aspx?id=156&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=156,13,PS,Lisboa,2015-10-23,"",156
157,Marques da Silva,Antonio Ribeiro Marques da Silva,1932-07-31,http://app.parlamento.pt/webutils/getimage.aspx?id=157&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=157,6,PS,Madeira,1991-11-04,1995-10-26,157
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,3,PS,Bragança,1983-05-31,1985-11-03,158
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,4,PS,Bragança,1985-11-04,1987-08-12,158
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,5,PS,Bragança,1987-08-13,1991-11-03,158
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,6,PS,Bragança,1991-11-04,1995-10-26,158
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,7,PS,Bragança,1995-10-27,1999-10-24,158
158,Armando Vara,Armando António Martins Vara,1954-03-27,http://app.parlamento.pt/webutils/getimage.aspx?id=158&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=158,8,PS,Bragança,1999-10-25,2002-04-04,158
159,Artur Penedos,Artur Rodrigues Pereira dos Penedos,1950-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=159&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=159,6,PS,Porto,1991-11-04,1995-10-26,159
159,Artur Penedos,Artur Rodrigues Pereira dos Penedos,1950-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=159&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=159,7,PS,Porto,1995-10-27,1999-10-24,159
159,Artur Penedos,Artur Rodrigues Pereira dos Penedos,1950-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=159&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=159,8,PS,Porto,1999-10-25,2002-04-04,159
159,Artur Penedos,Artur Rodrigues Pereira dos Penedos,1950-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=159&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=159,9,PS,Porto,2002-04-05,2005-03-09,159
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,1,PS,Porto,1976-06-03,1980-01-02,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,2,PS,Porto,1980-11-13,1983-05-30,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,3,PS,Porto,1983-05-31,1985-11-03,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,4,PS,Porto,1985-11-04,1987-08-12,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,5,PS,Vila Real,1987-08-13,1991-11-03,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,6,PS,Porto,1991-11-04,1995-10-26,160
160,Carlos Lage,Carlos Cardoso Lage,1944-11-21,http://app.parlamento.pt/webutils/getimage.aspx?id=160&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=160,10,PS,Porto,2005-03-10,2009-10-14,160
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,4,PS,Guarda,1985-11-04,1987-08-12,161
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,5,PS,Guarda,1987-08-13,1991-11-03,161
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,6,PS,Guarda,1991-11-04,1995-10-26,161
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,7,PS,Europa,1995-10-27,1999-10-24,161
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,8,PS,Europa,1999-10-25,2002-04-04,161
161,Carlos Luís,Carlos Manuel Luís,1950-05-23,http://app.parlamento.pt/webutils/getimage.aspx?id=161&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=161,9,PS,Europa,2002-04-05,2005-03-09,161
162,Edite Estrela,Edite Fátima Santos Marreiros Estrela,1949-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=162&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,5,PS,Lisboa,1987-08-13,1991-11-03,162
162,Edite Estrela,Edite Fátima Santos Marreiros Estrela,1949-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=162&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,6,PS,Lisboa,1991-11-04,1995-10-26,162
162,Edite Estrela,Edite Fátima Santos Marreiros Estrela,1949-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=162&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,8,PS,Lisboa,1999-10-25,2002-04-04,162
162,Edite Estrela,Edite Fátima Santos Marreiros Estrela,1949-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=162&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,9,PS,Lisboa,2002-04-05,2005-03-09,162
162,Edite Estrela,Edite Fátima Santos Marreiros Estrela,1949-10-28,http://app.parlamento.pt/webutils/getimage.aspx?id=162&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=162,13,PS,Lisboa,2015-10-23,"",162
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,4,PS,Lisboa,1985-11-04,1987-08-12,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,5,PS,Aveiro,1987-08-13,1991-11-03,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,6,PS,Lisboa,1991-11-04,1995-10-26,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,7,PS,Lisboa,1995-10-27,1999-10-24,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,8,PS,Leiria,1999-10-25,2002-04-04,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,9,PS,Lisboa,2002-04-05,2005-03-09,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,10,PS,Lisboa,2005-03-10,2009-10-14,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,12,PS,Lisboa,2011-06-20,2015-10-22,163
163,Ferro Rodrigues,Eduardo Luís Barreto Ferro Rodrigues,1949-11-03,http://app.parlamento.pt/webutils/getimage.aspx?id=163&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=163,13,PS,Lisboa,2015-10-23,"",163
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,1,PS,Guarda,1976-06-03,1980-01-02,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,2,PS,Setúbal,1980-11-13,1983-05-30,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,3,PS,Setúbal,1983-05-31,1985-11-03,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,4,PS,Setúbal,1985-11-04,1987-08-12,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,5,PS,Setúbal,1987-08-13,1991-11-03,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,6,PS,Setúbal,1991-11-04,1995-10-26,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,7,PS,Setúbal,1995-10-27,1999-10-24,164
164,Eduardo Pereira,Eduardo Ribeiro Pereira,1927-06-28,http://app.parlamento.pt/webutils/getimage.aspx?id=164&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=164,8,PS,Setúbal,1999-10-25,2002-04-04,164
165,Elisa Damião,Elisa Maria Ramos Damião,1946-09-10,http://app.parlamento.pt/webutils/getimage.aspx?id=165&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=165,5,PS,Braga,1987-08-13,1991-11-03,165
165,Elisa Damião,Elisa Maria Ramos Damião,1946-09-10,http://app.parlamento.pt/webutils/getimage.aspx?id=165&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=165,6,PS,Leiria,1991-11-04,1995-10-26,165
165,Elisa Damião,Elisa Maria Ramos Damião,1946-09-10,http://app.parlamento.pt/webutils/getimage.aspx?id=165&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=165,7,PS,Lisboa,1995-10-27,1999-10-24,165
166,Eurico Figueiredo,Eurico Jose Palheiros de Carvalho Figueiredo,1939-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=166&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=166,3,PS,Porto,1983-05-31,1985-11-03,166
166,Eurico Figueiredo,Eurico Jose Palheiros de Carvalho Figueiredo,1939-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=166&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=166,6,PS,Vila Real,1991-11-04,1995-10-26,166
166,Eurico Figueiredo,Eurico Jose Palheiros de Carvalho Figueiredo,1939-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=166&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=166,7,PS,Vila Real,1995-10-27,1999-10-24,166
167,Fernando Pereira Marques,Fernando Alberto Pereira Marques,1948-04-16,http://app.parlamento.pt/webutils/getimage.aspx?id=167&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=167,6,PS,Lisboa,1991-11-04,1995-10-26,167
167,Fernando Pereira Marques,Fernando Alberto Pereira Marques,1948-04-16,http://app.parlamento.pt/webutils/getimage.aspx?id=167&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=167,7,PS,Lisboa,1995-10-27,1999-10-24,167
167,Fernando Pereira Marques,Fernando Alberto Pereira Marques,1948-04-16,http://app.parlamento.pt/webutils/getimage.aspx?id=167&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=167,8,PS,Coimbra,1999-10-25,2002-04-04,167
168,Fernando de Sousa,Fernando Alberto Pereira de Sousa,1942-10-01,http://app.parlamento.pt/webutils/getimage.aspx?id=168&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=168,3,PS,Porto,1983-05-31,1985-11-03,168
168,Fernando de Sousa,Fernando Alberto Pereira de Sousa,1942-10-01,http://app.parlamento.pt/webutils/getimage.aspx?id=168&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=168,6,PS,Porto,1991-11-04,1995-10-26,168
168,Fernando de Sousa,Fernando Alberto Pereira de Sousa,1942-10-01,http://app.parlamento.pt/webutils/getimage.aspx?id=168&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=168,7,PS,Porto,1995-10-27,1999-10-24,168
169,Marques da Costa,Fernando Manuel Lucio Marques da Costa,1953-12-07,http://app.parlamento.pt/webutils/getimage.aspx?id=169&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=169,6,PS,Viana do Castelo,1991-11-04,1995-10-26,169
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,2,ASDI,Santarém,1980-11-13,1983-05-30,170
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,3,PS,Lisboa,1983-05-31,1985-11-03,170
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,6,PS,Porto,1991-11-04,1995-10-26,170
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,7,PS,Porto,1995-10-27,1999-10-24,170
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,9,PS,Porto,2002-04-05,2005-03-09,170
170,Guilherme D'oliveira Martins,Guilherme Valdemar Pereira de Oliveira Martins,1952-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=170&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=170,10,PS,Porto,2005-03-10,2009-10-14,170
171,Gustavo Pimenta,Gustavo Rodrigues Pimenta,1944-01-29,http://app.parlamento.pt/webutils/getimage.aspx?id=171&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=171,6,PS,Porto,1991-11-04,1995-10-26,171
172,Helena Torres Marques,Helena de Melo Torres Marques,1941-05-08,http://app.parlamento.pt/webutils/getimage.aspx?id=172&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=172,3,PS,Lisboa,1983-05-31,1985-11-03,172
172,Helena Torres Marques,Helena de Melo Torres Marques,1941-05-08,http://app.parlamento.pt/webutils/getimage.aspx?id=172&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=172,4,PS,Beja,1985-11-04,1987-08-12,172
172,Helena Torres Marques,Helena de Melo Torres Marques,1941-05-08,http://app.parlamento.pt/webutils/getimage.aspx?id=172&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=172,5,PS,Beja,1987-08-13,1991-11-03,172
172,Helena Torres Marques,Helena de Melo Torres Marques,1941-05-08,http://app.parlamento.pt/webutils/getimage.aspx?id=172&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=172,6,PS,Beja,1991-11-04,1995-10-26,172
